ARM_CODART,ART_NOMBRE,Cod_Prod,Nom_Prod_DIGEMID,Concent_DIGEMID,Score
1951654.0,COLMIBE 20mg/10mg CAJA  x 30 COMP.,59451,COLMIBE® 20/10,20 mg + 10 mg,0.66
1954247.0,DOLNIX FORTE x 10 CAP - PHARMALAB,49123,DOLNIX FORTE,25 mg + 10 mg,0.66
1960761.0,ANAFLEX MUJER x 150 CAP,38514,ANAFLEX MUJER,25 mg,0.82
1971775.0,MYLANTA II MENTAS SUSP. x 240 ML,60576,MYLANTA DOS MENTA,400 mg + 400 mg + 30 mg/ 5 mL,0.68
1975161.0,COLUFASE SUSP x 30ml,44105,COLUFASE,500 mg,0.67
1975268.0,LIMONADA PURGANTE EVAKUA x 200 ML,48601,LIMONADA PURGANTE MARKOS 2.5MG/100ML,2.5 mg/ 100 mL,0.78
1977068.0,ELECTROLUSA PEDIATRICO x 1000ML ANIS,48950,ELECTRORAL PEDIATRICO SABOR ANIS,,0.74
1977282.0,"BUSCAPINA COMP. ""N"" x 10 COMP",56858,BUSCAPINA COMPOSITUM,0.02 g/ 5 mL + 2.5 g/ 5 mL,0.7
1982682.0,MYLANTA II FRESAS SUSP. x 240 ML,59659,MYLANTA DOS FRESA,400 mg + 400 mg + 30 mg/ 5 mL,0.68
1988410.0,KILACINOX 300MG x 30 CAP,39171,KILACINOX 300,300 mg,0.7
1995824.0,PENICILINA BENZATINICA 1200 x 10 AMP - PHARMAGEN,56761,BENCILPENICILINA BENZATINICA 1.2 MEGA,1 200 000 UI,0.66
1996182.0,PENICILINA PROCAINICA 1000 x 10 AMP - PHARMAGEN,51180,PENICILINA G PROCAINICA,1 000 000 UI,0.62
2003677.0,EVACUOL REGULAR x 250ml,50795,EVACUOL Enema,,0.66
2008505.0,ELITON FE 50 GOTAS x 20 ML,38914,ELITON FE 50,50 mg/ mL,0.73
2008612.0,ELITON FE 50 JBE x 100 ML,38914,ELITON FE 50,50 mg/ mL,0.75
2009398.0,MACRODANTINA XR 100MG x 60 CAPSULAS,37710,MACRODANTINA XR 100,100 mg,0.8
2010342.0,HIOSIMOL COMPUESTO x 100 TAB - LABOFAR,45873,HIOSIMOL COMPUESTO,500 mg + 10 mg,0.67
2014798.0,REFRESKAN - T PLUS 0.5% GOTAS x 15 ML - LANSIER,38418,REFRESKAN – T PLUS,0.5 %,0.66
2016491.0,KITADOL MIGRAÑA x  40 SOBRES x 2 TAB,58749,KITADOL MIGRAÑA,500 mg + 65 mg,0.68
2022042.0,COLGATE TRIPLE ACCION x 150 ML,52788,TRIPLE ACCION G& R,0.050 g + 1 g + 0.10 g,0.64
2024591.0,CLOPIDOGREL 75MG x 14 TAB. - GENFAR,40106,CLOPIDOGREL,75 mg,0.61
2026498.0,MIODEL RELAX x 100 TAB - DELFARMA,54587,MIODEL RELAX NF,450 mg + 35 mg,0.61
2026612.0,SINFLEMAX COMPUESTO PEDIATRICO JBE . x 120 ML,48447,SINFLEMAX COMPUESTO PEDIATRICO,7.5 mg/ 5 mL + 0.005 mg/ 5 mL,0.82
2031898.0,AEROTECH COMPUESTO JBE x 120 ML,57191,HEMORRODIL® COMPUESTO NF,0.2 5 % + 5 %,0.62
2032263.0,CORIFAN 10mg x 1ML AMP,34919,CORIFAN D,4 mg + 60 mg,0.62
2034170.0,ESPONJA NATURAL 3M,53121,ESPONTAL,0.4 mg,0.62
2034819.0,SINFLEMAX COMPUESTO ADULTO JBE x 120 ML,51791,SINFLEMAX COMPUESTO ADULTO,(15 mg + 0.01 mg)/ 5 mL,0.8
2035391.0,ALERGICAL NEO GOTAS x 15ml,42944,ALERGICAL NEO,(2 mg + 5 mg)/ 5 mL,0.77
2042484.0,QUETIAZIC 100mg x 30 COMPRIMIDOS,40719,QUETIAZIC XR,50 mg,0.65
2044826.0,SAL DE ANDREWS TRIPLE ACCION x 30 SOBRES,41389,ANDREWS TRIPLE ACCION,1 g + 1.408 g + 60 mg/ 7.9 g,0.79
2045512.0,NASTIZOL FORTE x 150 COMP.,54029,NASTIZOL FORTE,500 mg + 10 mg + 4 mg,0.82
2048098.0,SILKA MEDIC GEL 1% x 15 GR,40741,SILKA MEDIC,1 %,0.61
2048854.0,CYCLOFEMINA AMPOLLA x 1 UNIDAD,34060,CYCLOFEMINA,25 mg + 5 mg/ 0.5 mL,0.64
2048961.0,DEQUAZOL ORAL 250mg SUSPENSION x 120ML,35124,DEQUAZOL ORAL 500,500 mg,0.72
2050370.0,PENICILINA BENZATINICA 1200 x 10 AMP - LABOT,43645,BENCILPENICILINA BENZATINICA,1 200 000 UI,0.73
2050477.0,CLORFENAMINA 10mg/1ml x 100 AMP - LABOT,21287,CLORFENAMINA MALEATO,4 mg,0.61
2050584.0,DENTIGEL x 8 GR FRAMBUESA,43329,DENTIGEL DEL DR. ZAIDMAN-SABOR A FRAMBUESA,7.5 %,0.68
2050691.0,DEFLAZACORT 6mg x 10 TAB - GEN FAR,55995,DEFLAZACORT,30 mg,0.61
2050805.0,ALERGICAL NEO JBE x 60ml,42944,ALERGICAL NEO,(2 mg + 5 mg)/ 5 mL,0.8
2052277.0,KETOROLACO 60mg x 25 AMP (KETORGES),61342,KETOROLACO TROMETAMINA,30 mg/ mL,0.61
2058861.0,BICARBONATO DE SODIO x 100gr POT - AKY,37166,BICARBONATO DE SODIO,8.4 %,0.71
2063291.0,BICARBONATO DE SODIO x 50gr POT - AKY,37166,BICARBONATO DE SODIO,8.4 %,0.73
2063405.0,PENICILINA BENZATINICA 2 400 000 x 10 - PHARMAGEN,38190,BENCILPENICILINA BENZATINICA,1 200 000 UI,0.69
2063940.0,DOLO TENSODOX 5mg/15mg x 10 TAB,49182,DOLO TENSODOX,5 mg + 15 mg,0.7
2072077.0,NAPROCOP COMPUESTO x 100 TAB,58356,FLAMIPROCT COMPUESTO NF,5 % + 1 %,0.63
2075747.0,TESTOVIRON DEPOT 250mg/1ML AMP,41713,TESTOVIRON DEPOT,250 mg/ mL,0.81
2081291.0,CLAVUTRIM CL 500/125mg x 10 TAB,50462,CLAVUTRIM CL 12H,875 mg + 125 mg,0.65
2086333.0,GYNFLU x 4 TABLETAS,49279,INFLUVAC TETRA,,0.65
2089140.0,VOLTAREN 75mg x 10 AMP,51158,VOLTAREN SR,100 mg,0.65
2096554.0,FERANIN FOL 1000 x 30 GRG,54497,FERANIN FOL,100 mg/ 0.35 mg,0.61
2096768.0,SILDEX 100mg x 1 TAB,38620,SILDEX 100,100 mg,0.67
2096875.0,TERRACORSOL UNG TUBO x 3.5gr,38885,TERRACORSOL,,0.68
2097133.0,DIGESTAL CAJA x 120 CAP,57341,DIGESTAL NF,0.5 mg + 200 mg,0.63
2101135.0,FLAVOXIL 200mg x 20 TAB,53913,FLAVOXIL,200 mg,0.62
2109626.0,METOCLOPRAMIDA 10mg/2ml x 10 AMP - PHARMAGEN,52406,METOCLOPRAMIDA,10 mg/ 2 mL,0.61
2115605.0,LIDOCAINA 2% S/PRESERV. FCO x 20ML,57056,LIDOCAINA 2%(SIN PRESERVANTES),2 %,0.66
2120249.0,CHAO FEBREDOL 500mg x 50 TAB,50045,CHAO FEBREDOL,500 mg,0.63
2120677.0,NONGRIP ANTIGRIPAL CAJA x 120 TABLETAS,42317,NONGRIPP ANTIGRIPAL MAXIMA POTENCIA,500 mg + 5 mg + 2 mg,0.66
2124819.0,BELARA x 21 COMPRIMIDOS,52756,BELARA CD,2 mg + 0.03 mg,0.66
2124926.0,DOLO NEUROBION FORTE NF x 200 CAP,40628,DOLO NEUROBION FORTE,,0.85
2128633.0,VALCOTE ER 500mg x 30 TAB,45638,VALCOTE ER,250 mg,0.67
2129212.0,MOFLAMET CREMA x 15gr,40556,MOFLAMET,0.1 %,0.65
2129640.0,LIMONADA MARKOS LIBRE DE CALORIAS,38673,LIMONADA PURGANTE MARKOS LIBRE DE CALORIAS,,0.98
2129961.0,METAMIZOL SODICO 1gr/2ml x 100 AMP - LABOT,46138,METAMIZOL SODICO,1 g/ 2 mL,0.68
2132377.0,DIMENHIDRINATO 50mg/5ml x 50 AMP - DANY,40228,DIMENHIDRINATO,50 mg,0.66
2136191.0,FUNCADEN 1% CREMA x 20gr,37640,FUNCADEN,600 mg,0.62
2142384.0,TRINALER 200mg/5ml SUSP. ORAL,50810,TRINALER 800,800 mg,0.66
2144405.0,CEFASABAL POLVO LATA x 400gr,35665,AZOCEFASABAL 100,100 mg,0.65
2146312.0,UNIPRED- F x 5ml GOTAS,41821,UNIPRED F,1 %,0.7
2147098.0,GASTROPRAZOL 20mg x 30 CAP,39398,GASTROPRAZOL,20 mg,0.63
2149333.0,PROCTOGEL CREMA x 30 gr,53162,PROCTOGEL,5 % + 2 %,0.66
2150056.0,PROSTADEL LP CAJA x 30 CAP,51790,PROSTADEL LP,0.4 mg,0.63
2151384.0,NEUROBION DC 10 000 AMP CAJA x 3 DOSIS,48650,NEUROBION DC 10000,100 mg + 100 mg + 10 mg,0.64
2157219.0,ORABIOT BALSAMICO FRASCO x 60ml,43032,ORABIOT BALSAMICO,,0.71
2157647.0,CIPROFLOXACINO 200mg/100ml AMP - GP PHARM,47413,CIPROFLOXACINO,200 mg/ 100 mL,0.64
2158226.0,MUPIRODAL 2% UNGÜENTO x 15gr,47851,MUPIRODAL,2 %,0.61
2158975.0,SUCRALMAX SUSP. x 200ml,43982,SUCRALMAX,1 g/ 5 mL,0.68
2159019.0,GINNA CREMA VAGINAL x 40gr + 7 APLICADORES,37563,GINNA CR AL 40G PER,0.02 g/ g,0.64
2159340.0,CODIPRONT EXPECTORANTE FCO x 60ml,55607,CODIPRONT EXPECTORANTE NF,7.5 mg/ 5 mL + 100 mg/ 5 mL,0.93
2162291.0,GLICENEX SR 750mg x 30 TAB,48174,GLICENEX SR 1000,1000 mg,0.77
2164091.0,TRANSAMIN 10% (1gr/10ml) AMP,37168,TRANSAMIN,1 g/ 10 mL,0.65
2164205.0,ACNEBIOT 100mg x 30 TAB,41537,ACNEBIOT,100 mg,0.62
2166219.0,REUMOFLEX NF UNGUENTO x 30gr POTE,45177,REUMOFLEX FORTE,29 g + 7.6 g,0.62
2166861.0,TOBRAZOL DX SUSP. OFTALMICA x 5ml,46810,TOBRAZOL DX,0.3 % + 0.1 %,0.61
2168019.0,RESFRIGRIP x 100 TABLETAS,59066,RESFRIGRIP ANTIGRIPAL,,0.61
2168875.0,UROPOL FORTE x 100 TAB,55078,UROPOL FORTE F,200 mg,0.82
2169561.0,UNIAL GOTAS x 10ml,42874,UNIMOX MR,0.5 %,0.62
2174212.0,SULFACID FORTE x 100 TAB,41826,SULFACID FORTE,800 mg + 160 mg,0.74
2174426.0,ELECTRORAL PEDIATRICO FRESA x 500ml,51963,ELECTRORAL PEDIATRICO SABOR A FRESA,,0.87
2175433.0,NEO SILENAI EXPECTORANTE JBE x 120ml,50297,NEO SILENAI EXPECTORANTE,10 mg + 5 mg + 100 mg/ 5 mL,0.9
2177875.0,PRODERMIC 0.10% UNGTO x 10gr,41522,PRODERMIC,0.1 %,0.61
2179354.0,SILDENAFILO 100mg x 1 TAB - MARFAN,10017,SILDENAFILO,50 mg,0.61
2183098.0,ACIDOR EXTRA RAPID FRASCO x 150ml,39451,ACIDOR EXTRA RAPID,,0.71
2185440.0,PREDNIMASS JBE x 60ml,40294,PREDNIMASS,5 mg,0.65
2187026.0,SILDENAFILO 50mg x 1 TAB - MARFAN,10017,SILDENAFILO,50 mg,0.62
2187561.0,ACNECLIN AP 100mg x 30 CAP,40500,ACNECLIN 100 AP,100 mg,0.83
2188033.0,PREGABALINA 75mg x 30 CAP - GENFAR,38789,PREGABALINA,75 mg,0.61
2188140.0,CARBIDOPA/LEVODOPA 25/250mg x 30TAB - GEN FAR,38785,CARBIDOPA/LEVODOPA,25 mg + 250 mg,0.69
2188461.0,NEO SILENAI PEDIATRICO JBE x 120ml,55801,NEO SILENAI PEDIATRICO F,10 mg + 5 mg/ 5 mL,0.89
2188568.0,PROSTASIL PLUS x 30 CAP,61829,PROSTASIL® PLUS,0.5 mg + 0.4 mg,0.86
2192098.0,PLENICA 75mg x 30 CAP,55347,PLENICA 50,50 mg,0.75
2194226.0,FERROSIL GOTAS x 20 ML,34925,FERROSIL,50 mg/ 5 mL,0.63
2194440.0,NEUROPENTIN 300mg CAJA x 20 CAP,42257,NEUROPENTIN,300 mg,0.62
2195447.0,FUROXINOL 500mg x 10 TAB,38373,FUROXINOL,250 mg/ 5 mL,0.65
2197033.0,AMOX.+ACIDO CLAVUL.500mg x 10 TAB - PHARMAGEN,40295,AMOXICILINA + ACIDO CLAVULANICO,250 mg + 62.5 mg/ 5 mL,0.62
2198254.0,PLENICA 150mg x 30 CAP,34476,PLENICA 150,150 mg,0.77
2201035.0,CEBROCAL 500mg x 10 TAB,51036,CEFUROXIMA 500 MG,500 mg,0.65
2205926.0,CLINDESS DUO x 30 OVULOS,48641,CLINDESS DUO,,0.77
2206070.0,DOLOMAX PLUS x 100 TAB,38576,DOLOMAX PLUS,,0.81
2206177.0,DOLOMAX PLUS x 20 TAB,38576,DOLOMAX PLUS,,0.83
2206391.0,ERGONEX PLUS x 100 TAB,39815,ERGONEX PLUS,100 mg + 1 mg + 300 mg,0.81
2206498.0,DOLOACEMIFEN JBE x 60ml,38714,DOLOACEMIFEN,500 mg,0.69
2206505.0,DOLOACEMIFEN 500mg x 100 TAB,50508,DOLOFEN 500MG,500 mg,0.63
2214063.0,PATANOL SOL. x 5 ML,44320,PATANOL S,0.2 %,0.77
2215498.0,BICARBONATO DE SODIO x 50gr CAJ - VARIOS,37166,BICARBONATO DE SODIO,8.4 %,0.69
2215612.0,BICOLAXAN-T 5mg x 100 TAB,36962,BICOLAXAN T,5 mg,0.63
2221477.0,DOLO NEUROBION FORTE x 3 AMP. PRELLENADA,40628,DOLO NEUROBION FORTE,,0.78
2223170.0,ESCITALOPRAM 10mg x 28 TAB - GEN FAR,38786,ESCITALOPRAM,10 mg,0.62
2224391.0,DEXA NEUROBION DC x 3 DOSIS PRECARGADA,40631,DEXA NEUROBION,,0.64
2224826.0,CIPROFLOX 500mg x 10 TAB,51043,CIPROFAL 500,500 mg,0.61
2226084.0,FLOGOFLEX RELAX x 100 TABLETAS,38729,FLOGOFLEX RELAX,,0.67
2228961.0,TOPIROL 50 50mg x 30 TAB,38970,TOPIROL 50,50 mg,0.69
2229326.0,MENTHOLATUM CARAMELOS SOBRE x 4 UND.,57119,MENTHOLATUM NF,9 % + 1.35 % + 0.33 %,0.63
2229968.0,AMOXICLIN 250mg x 60ml SUSPENSION,34174,AMOXICLIN CL 500,500 mg + 125 mg,0.63
2230477.0,BICARBONATO DE SODIO x 50gr POT - ALKOFARMA,37166,BICARBONATO DE SODIO,8.4 %,0.66
2235519.0,PERMEAFILM x 15ml FRASCO,37328,PERMEAFILM 1.4% LAGRIMAS ARTIFICIALES,1.4 %,0.64
2237533.0,CLORURO DE SODIO 0.9% x 500 ml-ACULIFE,52965,CLORURO DE SODIO,0.9 %,0.73
2237640.0,CLORURO DE SODIO 0.9% x 100ml - MEDIFARMA,43756,CLORURO DE SODIO,20 %,0.7
2237747.0,DIABEMARYL 2mg x 30 TAB,50865,DIABEMARYL M,2 mg + 500 mg,0.69
2237854.0,DIABEMARYL 4mg x 30 TAB,50865,DIABEMARYL M,2 mg + 500 mg,0.69
2238112.0,HIRU HEMAFLAM F x 20gr,49053,HIRU-HEMAFLAM FORTE,0.445 %,0.75
2240484.0,CLAVUTRIM 250mg/5ml x 60ml,54559,CLAVUTRIM 500,500 mg/ 5 mL,0.68
2240698.0,PLATSIDERM CREMA x 20gr - PORTUGAL,50429,PLATSIDERM CREMA,1 % + 0.6 %,0.67
2244626.0,DOLOMAX 400mg x 100 CAP BLANDAS,38576,DOLOMAX PLUS,,0.61
2245740.0,AMIKABIOT 500mg x 3 AMP,35491,AMIKABIOT,500 mg/ 2 mL,0.66
2246640.0,ALERSONA 1% CREMA x 20gr,49096,ALERSONA,1 %,0.62
2247005.0,GLUCOPHAGE XR 500mg x 30 TAB,34435,GLUCOPHAGE XR,750 mg,0.73
2250277.0,LANZOPRAL 30mg CAJA x 30 CAP,45886,LANZOPRAL 30,30 mg,0.7
2252291.0,NEO NISOPREX 15mg/5ml SOL.x 60ml,40321,NEO NISOPREX,15 mg/ 5 mL,0.67
2254633.0,DUO VENTIMAX FCO 10ml INHALADOR x 200 DOSIS,51483,DUO VENTIMAX ECO AEROSOL,100 mcg + 50 mcg,0.7
2255319.0,DOLO MELOXIC x 120 TAB,61988,DOLOMELOXIC 15,15 mg,0.72
2259561.0,COLIRIO EYEMO FRASCO x 8ml,37850,COLIRIO EYE MO,0.05 %,0.75
2260391.0,IBANDROPOROSIS 150mg x 1 TAB,49058,IBANDROPOROSIS®,150 mg,0.67
2266333.0,GESTAGRAMIN x 30COMPRIMIDOS,47589,GESTAGRAMIN,10 mg + 10 mg,0.68
2266547.0,LEVOCTRIM FORTE 750mg CAJA x 7 TAB,53849,LEVOCTRIM FORTE,750 mg,0.61
2270619.0,AMOXICLIN CL 12H 600/42.9mg SUSP. x 75ml,34598,AMOXICLIN CL 12H,875 mg + 125 mg,0.7
2270940.0,DROXILAR 500mg x 48 TAB,36907,DROXILAR,250 mg/ 5 mL,0.62
2271305.0,LEXOBRON 750mg CAJA x 5 COMPRIMIDOS,42164,LEXOBRON 750,750 mg,0.61
2272205.0,GAMALATE NF CAJA x 60 TAB,42682,GAMALATE NF,,0.61
2272312.0,NEURYL PLUS 0.5mg x 30 COMPRIDOS,41815,NEURYL PLUS,0.5 mg,0.62
2278247.0,ELECTRORAL PLUS x 1000ml. FRESA,48973,ELECTRORAL NF SABOR A FRESA,,0.67
2278354.0,NISTAZINC CREMA x 15gr.,55305,NISTAZINC NF,10 000 000 UI + 20 g,0.69
2280412.0,REVERTIR 120mg. x 30CAPS.,51070,REVERTIR,120 mg,0.62
2282854.0,DERMASIDE UNG. x 15gr.,54572,DERMASIDE B,3.5 mg + 400 U.I.+ 5000 U.I./ g.,0.65
2285875.0,QUETIAZIC 25mg x 30 COMPRIMIDOS,40719,QUETIAZIC XR,50 mg,0.66
2288254.0,LIDERMA 0.1% CREMA x 15gr,50429,PLATSIDERM CREMA,1 % + 0.6 %,0.62
2291533.0,NEUROPENTIN 600mg CAJA x 20 TAB,42257,NEUROPENTIN,300 mg,0.62
2292861.0,IRBET T 300mg CAJA x 28 TAB,42322,IRBETT 300,300 mg,0.64
2294019.0,ALENDROPOROSIS 70mg CAJA x 4 TAB,53945,ALENDROPOROSIS,70 mg,0.61
2294661.0,ELECTRORAL ADVANCE x 1000ml,44685,CEFACROL IV 1000,1 g,0.66
2298368.0,CLORFENAMINA 10mg/1ml IM IV x 25 AMP - DANY,41232,CLORFENAMINA MALEATO,4 mg,0.63
2299161.0,CLENBUVENT EXPECTORANTE FORTE JBE x 120 ml,42699,CLENBUVENT EXPECTORANTE FORTE,0.01 mg + 15 mg/ 5 mL,0.92
2300035.0,AMOXICLIN CL 500mg/125mg x 48 TAB,34174,AMOXICLIN CL 500,500 mg + 125 mg,0.67
2300463.0,MICO DERMASAN 1% TUBO x 20 GR,38716,MICO DERMASAN,1 %,0.63
2301042.0,BETASERC 24mg x 20 TAB,43963,BETASERC,24 mg,0.63
2305719.0,BRONCO AMOXIDIN 250mg/5ml x 60ml SUSP.,49473,BRONCO AMOXIDIN 250,250 mg + 150 mg/ 5 mL,0.79
2307084.0,ZATRIX 2mg x 20TAB,40429,ZATRIX SL,0.25 mg,0.62
2308205.0,MULTIBIOTICOS MIEL CAJA x 25 SOBRES,44312,MULTI-BIOTICOS SABOR A NARANJA,0.25 mg + 10 mg,0.66
2310149.0,NEUROBION 5000 x 60 TABLETAS,52467,NEUROFOR 5000 TRIPLE,100 mg + 100 mg + 5000 mcg,0.62
2310684.0,LACTUFAR SOLUCION ORAL x 180ml,46544,BUK SOLUCION ORAL,10 mg + 100 mg/ 5 mL,0.64
2312698.0,CARBATROL 200mg CAJA x 20 TAB,52632,CARBATROL CR,400 mg,0.64
2313712.0,AMOXICLIN CL 12H 875mg x 14 TAB,34598,AMOXICLIN CL 12H,875 mg + 125 mg,0.78
2316084.0,BRUT COLONIA SPORT x 100ml,46544,BUK SOLUCION ORAL,10 mg + 100 mg/ 5 mL,0.61
2317205.0,FLUIBRONCOL 100mg FRASCO x 120ml,35547,FLUIBRONCOL ORAL,200 mg/ g,0.72
2317312.0,VARIDERM GEL x 40gr,49117,QUADRIDERM EXTRA,,0.63
2321591.0,CETAXEL 1gr AMP IM,41862,CETAXEL IM 1000,1 g,0.61
2324512.0,ELECTROSOL FRESA x 1000 ml FRASCO,50482,ELECTRORAL NF SABOR A ANIS,,0.64
2325084.0,REUMA-SOL EXTRAFUERTE FRASCO x 100gr,9586,REUMA SOL EXTRAFUERTE,,0.71
2328433.0,AMIKABIOT 1gr x 3 AMP,35491,AMIKABIOT,500 mg/ 2 mL,0.7
2333405.0,PEDIALYTE 30 SABOR A CEREZA x 500 ML,39682,LIPEBIN SABOR A CEREZA,3.33 g/ 5 mL,0.62
2339554.0,CLORURO DE SODIO 0.9% x 250ml-ACULIFE,52965,CLORURO DE SODIO,0.9 %,0.74
2341391.0,ASPIRINA 100mg x 100 TABLETAS,46469,ASPIRINA 100,100 mg,0.69
2341498.0,ASPIRINA ULTRA 500mg x 100 TAB,46032,ASPIRINA ULTRA,500 mg,0.74
2341612.0,NEO SILENAI JBE x 120ml,38837,NEO SILENAI,10 mg + 5 mL + 2 mg/ 5 mL,0.75
2342077.0,VASOTENAL EZ 20/10mg CAJA x 30 COMPRIMIDOS,41007,VASOTENAL EZ 20/10,20 mg + 10 mg,0.69
2342405.0,DOLODIC RETARD x 100 TAB,41403,DOLODIC RETARD,100 mg,0.74
2342512.0,MIGRAPAC x 30 TAB,39812,MIGRAPAC,,0.64
2343947.0,AMOXICLIN 500mg x 96 TAB,34174,AMOXICLIN CL 500,500 mg + 125 mg,0.75
2344091.0,IRBETIAZID 300mg CAJA x 28 TAB,42318,IRBETIAZID 300,300 mg + 12.5 mg,0.74
2345426.0,CADITAR MIO x 50 TAB RECUBIERTAS,46699,CADITAR MIO,,0.61
2349561.0,LAVADO DE OÍDO,59972,CLORURO DE SODIO,0.9 %,0.72
2350284.0,DOXY 100 LG CAJA x 10 CAP,46595,DOXY 100 LG,100 mg,0.71
2350826.0,FLUTICASONA 50MCG - C/AEROSOL -,47753,FLUTICASONA,125 mmcg/ dosis,0.69
2351077.0,CEFUROXIMA 500mg x 10 TAB - PHARMAGEN,51036,CEFUROXIMA 500 MG,500 mg,0.62
2352298.0,BICARBONATO DE SODIO x 50gr ZIP - PORTUGAL,37166,BICARBONATO DE SODIO,8.4 %,0.67
2353740.0,GLUCOPHAGE XR 1000 x 30 COMPRIMIDOS,34435,GLUCOPHAGE XR,750 mg,0.64
2353954.0,AEROLISIN GOTAS ANIS x 15ml,38768,AEROLISIN SABOR A ANIS,80 mg/ mL,0.69
2354105.0,APETICOMPLEX JBE x 345ml,49945,APETICOMPLEX,,0.67
2356654.0,TOSALFLEM JBE x 120ml,45768,TOSALFLEM,1.25 mg + 30 mg + 10 mg,0.7
2356761.0,AMIGDAZOL B 0.15% SPRAY FCO x 20ml,43705,AMIGDAZOL B,0.15 %,0.61
2359140.0,HIDROXOCOBALAMINA 1mg/1ml x 25 AMP - LUSA,45511,HIDROXOCOBALAMINA,1 mg/ mL,0.72
2359354.0,PANADOL ANTIGRIPAL CAJA x 104 TAB - (52 SOBRES x 2),54313,PANADOL ANTIGRIPAL NF,500 mg + 5 mg + 2 mg,0.66
2359568.0,AEROLISIN GOTAS FRESA x 15ml,49561,AEROLISIN SABOR A FRESA,80 mg/ mL,0.71
2360184.0,TELDANE 180mg CAJA x 10 TAB,45152,TELDANE 120 MG,120 mg,0.69
2368247.0,ELECTRORAL ADVANCE FCO x 500ml,48973,ELECTRORAL NF SABOR A FRESA,,0.63
2369896.0,DOLO ANEURIN CAJA x 100 TAB,57880,DOLO ANEURIN NF,,0.62
2371091.0,COLPOSCOPIA,41156,COLPOTROPHINE,1 %,0.67
2371198.0,CLAVOXILIN PLUS 1GR x 48 COMP.,44684,CLAVOXILIN PLUS,1 g,0.68
2371205.0,LEVOALLERGY 5mg x 100 TAB,48987,LEVOALLERGY,5 mg,0.61
2371954.0,CLINOTRIN 3 150mg/ml AMP,44553,CLINOTRIN 3,150 mg/ mL,0.75
2372098.0,GASEOVET MS x 40 TAB - MASTICABLES,37599,GASEOVET SABOR A FRESA,80 mg/ mL,0.69
2372319.0,ECOGRAFIA DE RINON,59972,CLORURO DE SODIO,0.9 %,0.63
2372961.0,NISTAZINC CREMA x 30gr.,55305,NISTAZINC NF,10 000 000 UI + 20 g,0.69
2373219.0,AZITRAL 200mg/5mlx30ml SUSP,45906,AZITRAL 200,200 mg/ 5 mL,0.69
2373754.0,METFORTABS XR 1000mg x 30 TAB,40733,METFORTABS XR,1000 mg,0.62
2375340.0,CEFUROXIMA 500mg x 50 TAB - AC FARMA,51036,CEFUROXIMA 500 MG,500 mg,0.63
2375661.0,GASEOVET FORTE GOTAS x 15ml FRESA,45635,GASEOVET FORTE SABOR FRESA,100 mg/ mL,0.85
2375768.0,GASEOVET FORTE GOTAS x 15ml ANIS,45634,GASEOVET FORTE SABOR ANIS,100 mg/ mL,0.84
2376668.0,ELECTRORAL PLUS x 500ml FRESA,48973,ELECTRORAL NF SABOR A FRESA,,0.68
2377889.0,GASEOVET CB 125mg x 10 CAP BLANDAS,37598,GASEOVET SABOR A ANIS,80 mg/ mL,0.65
2377996.0,METAGESIC ODT x 20 COMPRIMIDOS,46219,METAGESIC ODT,325 mg + 37.5 mg,0.7
2378147.0,UROCIT-K x 100 TAB,41429,UROCIT K 10,1080 mg,0.81
2378896.0,REUMA-SOL EXTRAFUERTE FRASCO x 20gr,9586,REUMA SOL EXTRAFUERTE,,0.73
2379475.0,VITACOSE PLUS AMP,46404,VITACOSE PLUS,,0.87
2379910.0,LAFI-TIL 7 1% CREMA x 15gr,47802,LAFI-TIL 7,1 %,0.65
2381105.0,AMOXICLIN 500mg x 60ml SUSPENSION,34174,AMOXICLIN CL 500,500 mg + 125 mg,0.63
2382112.0,ORATADINA ALLERGY FRASCO x 60ml,46384,ORATADINA ALLERGY,10 mg,0.71
2384019.0,DOLOCORDRALAN EXTRA FORTE x 50 TABS,50912,DOLOCORDRALAN EXTRA FORTE,500 mg + 50 mg,0.83
2385026.0,DEXABRON PLUS CAJA x 100 TABS,57232,DEXABRON PLUS COMPUESTO,500 mg + 5 mg + 2 mg,0.62
2387147.0,ROXTIL B CREMA x 20gr,43682,ROXTIL B,1 % + 0.1 % + 0.05 %,0.65
2387575.0,DESLORATADINA 5mg x 10 TAB - GENFAR,40165,DESLORATADINA,5 mg,0.67
2388154.0,FLOGOCOX 90mg CAJA x 14 TABS,47402,FLOGOCOX® 90,90 mg,0.66
2388261.0,FLOGOCOX 120mg CAJA x 7 TABS,47403,FLOGOCOX®120,120 mg,0.66
2388475.0,GLICENEX SR 1000 x 30 TAB,48174,GLICENEX SR 1000,1000 mg,0.88
2388582.0,PROCOPS 100mg x 10TAB,47887,PROCOPS 100,100 mg,0.69
2389810.0,BICARBONATO DE SODIO x 100gr POT - ALKOFARMA,37166,BICARBONATO DE SODIO,8.4 %,0.65
2391861.0,DOLODIC CREMA GEL 1% TUBO x 50gr,49569,DOLODIC CREMAGEL,1 %,0.68
2392654.0,ACIDO ACETILSALICILICO 100mg x 100 TAB - GEN FAR,42051,ACIDO ACETILSALICILICO,100 mg,0.75
2392761.0,LEVOFLOXACINO 750mg x 5 TAB - GEN FAR,40149,LEVOFLOXACINO,500 mg,0.64
